-424.766524,-1.598862,167135.216422,-62.905969,0,0,1
81.115479,3.650706,251950.009578,10.339908,0,1,0
-8.172743,-2109.510488,100673.435281,-0.925259,0,1,0
-190.572931,-15.025306,-3494755.164882,-21.261667,0,1,0
46.787905,-4413.003174,319835.978780,4.904643,0,1,0
60.513813,0.000000,-2311.157730,10.568013,1,0,0
-28.450196,0.000000,-11469.036332,-0.844056,1,0,0
-18.322946,0.224574,1385357.439162,2.004112,0,1,0
101.942508,9010.111157,37372.757351,10.090197,0,1,0
6.509619,3819.854639,-33158.862459,0.348526,0,1,0
-6.733632,0.000000,-186765.355046,-2.626156,0,1,0
-249.845758,631.458622,-460962.057151,-29.524533,0,1,0
1.179799,-5743.883399,-109394.620150,4.779092,0,1,0
-4.115251,-0.221443,-1261690.135814,-5.772352,0,1,0
-29.625221,0.000000,12495.714946,-4.113871,1,0,0
-43.800641,-11.668259,-3930600.369012,-2.163238,0,1,0
372.000000,0.000000,-25760.300000,51.569231,0,1,0
129.240569,18480.219548,22279.427918,15.187349,1,0,0
200.846154,122385.805970,17271.149254,-703.268657,0,1,0
-126.973174,4700.727914,15016.726942,-17.092402,0,1,0
-59.932848,144.306741,344180.789266,-9.297363,0,1,0
-181.461279,24.273161,-759169.794593,-22.720695,0,1,0
-10.898467,432.164250,-11329.637531,-3.130944,1,0,0
-33.718250,7212.138100,253425.119572,-2.336680,1,0,0
57.433129,2725.222148,2527.380804,13.799416,0,1,0
-6.014889,0.000000,1701.638804,-0.110374,1,0,0
-25.389276,2159.373162,-43032.430795,-5.195768,0,1,0
138.955196,-856.499604,-97535.817525,9.285601,1,0,0
-26.080946,-68.065128,87414.629233,-2.972000,0,1,0
-14.641741,-2.490171,-105848.560558,0.778852,0,1,0
47.642971,-155.330037,14885.459902,1.137901,1,0,0
-31.308831,1962.444336,-361104.342561,-5.011998,0,1,0
-2194.296610,141187.796610,298219.228814,-275.457627,1,0,0
-24.935230,-2.356878,21175.775475,4.970784,0,1,0
-153.108254,0.000000,-1835.223927,-7.012857,1,0,0
-26.813785,0.000000,9506.893883,-5.204294,0,1,0
14.047862,0.000000,-87068.165370,0.041875,0,1,0
101.864956,17389.323658,470960.876885,16.902184,0,1,0
78.302424,0.000000,66617.097121,10.124697,0,1,0
-65.499762,5301.669367,27545.885319,-2.461975,0,1,0
-0.694365,0.000000,1409.261666,-0.202574,1,0,0
12.793178,-5.756878,857407.150515,0.971413,0,1,0
26.585731,-278.932362,-164498.016044,3.004892,0,1,0
-24.841568,1870.592374,28385.211063,-6.679377,0,1,0
77.717185,3885.057895,-148792.679486,14.863316,0,1,0
54.601062,1.220545,-535885.454217,6.295450,0,1,0
-37.233156,0.000000,664192.438387,-6.118095,0,1,0
48.775761,-2.027013,606844.938301,-3.023129,0,1,0
55.058750,0.000000,2854833.333073,2.435432,0,1,0
1.729190,5061.080944,224605.614312,-3.520489,0,1,0
47.157432,0.000000,509976.637898,12.232139,0,1,0
23.970309,-8.385659,-2247.244734,6.584967,0,1,0
-93.496346,4835.923520,1255.228984,-18.763510,1,0,0
-34.149235,0.000000,471076.753473,2.636453,1,0,0
1.338774,-3046.577277,-505070.046865,3.244869,0,1,0
-111.822311,0.000000,-595615.690499,-14.905529,1,0,0
58.935546,0.000000,269130.721743,0.638749,0,1,0
-14.434273,352.545578,465971.612621,-3.855971,0,1,0
61.513117,5331.531408,-6134.750601,10.176296,0,1,0
-26.317862,-10.948003,-385397.468278,2.373716,0,1,0
157.245812,0.000000,-25743.760226,0.603233,0,1,0
24.333031,908.959456,-418589.674418,3.946748,0,1,0
-20.421048,1336.903032,-242197.549342,-0.487690,0,1,0
-52.589429,-0.373792,166214.989664,-6.131252,1,0,0
3.189457,9778.537144,18941.812177,-11.597099,1,0,0
-120.582654,0.000000,1106478.119972,-14.276658,0,1,0
108.278703,15561.831541,120521.147406,-9.995940,0,1,0
-23.613179,-14.587615,-2930369.868803,-1.922658,0,1,0
53.278526,5.876537,174786.302878,9.567708,0,1,0
-51.502598,0.000000,-148592.967829,-20.261317,0,1,0
-0.734177,0.000000,0.000000,0.620253,1,0,0
